drug_serial	drug_all_name	highest_phase	disease_condition	formula	target_name	target_id	tr_smiles	modulator_serial	mod_feature	cas_id	basic_patent	drugbank_id	pubmed_id	ref_title
ADR000272	ADX-68938	Preclinical	Epilepsy; Anxiety disorder; Schizophrenia		Metabotropic glutamate receptor 2	ASD01880000_1			Activator					
ADR000273		Preclinical	Psychosis	C19H20FN3O2	Metabotropic glutamate receptor 5	ASD01910000_1	Fc1cccc(c1)-c1noc(n1)C1CN(C1)C(=O)[C@H]1CC2CCC1C2	ASD01918341	Activator					
ADR000274		Preclinical	Psychosis	C18H18F3N3O2	Metabotropic glutamate receptor 5	ASD01910000_1	Fc1cccc(c1)-c1noc(n1)C1CN(C1)C(=O)C1CCC(F)(F)CC1	ASD01912486	Activator					
ADR000275		Preclinical	Psychosis	C18H18ClF2N3O2	Metabotropic glutamate receptor 5	ASD01910000_1	FC1(F)CCC(CC1)C(=O)N1CC(C1)c1nc(no1)-c1cccc(Cl)c1	ASD01915194	Activator					
ADR000276		Preclinical	Psychosis	C20H21F3N4	Metabotropic glutamate receptor 2	ASD01880000_1	CCc1nnc2c(c(ccn12)N1CCC(CC1)c1ccccc1)C(F)(F)F	ASD01884126	Activator		WO 2010130424			
ADR000277		Preclinical	Psychosis	C22H22ClF3N4	Metabotropic glutamate receptor 2	ASD01880000_1	FC(F)(F)C1(CCN(CC1)c1ccn2c(CC3CC3)nnc2c1Cl)c1ccccc1	ASD01884123	Activator		WO 2010130424			
ADR000278	GSK-2830371	Preclinical	Cancer	C23H29ClN4O2S	Protein phosphatase 1D	ASD13130000_1	Cc1ncc(Cl)cc1NCc1ccc(s1)C(=O)N[C@@H](CC1CCCC1)C(=O)NC1CC1	ASD13130001	Inhibitor		WO 2012149102			
ADR000279	VU-0403602	Preclinical	Psychosis	C18H15FN2O	Metabotropic glutamate receptor 5	ASD01910000_1	Fc1cccc(c1)C#Cc1ccc(nc1)C(=O)NC1CCC1	ASD01915536	Activator		WO 2013049255			
ADR000280	RZ-358; XMetD; XOMA-358	Phase II	Hypoglycemia; Hyperinsulinemic hypoglycemia		Insulin Receptor	ASD01650000_1			Inhibitor					
ADR000281		Preclinical	Dementia, Alzheimer's type	C30H32N4O2	Muscarinic acetylcholine receptor M1	ASD01810000_1	O[C@H]1CCCC[C@@H]1N1Cc2c(cc(CN3CCC(CC3)(C#N)c3ccccn3)c3ccccc23)C1=O	ASD01811667	Regulator		WO 2012158475			
ADR000282		Preclinical	Dementia, Alzheimer's type	C31H34N4O2	Muscarinic acetylcholine receptor M1	ASD01810000_1	CC1N([C@H]2CCCC[C@@H]2O)C(=O)c2cc(CN3CCC(CC3)(C#N)c3ccccn3)c3ccccc3c12	ASD01812168	Regulator		WO 2012158475			
ADR000283	VU-0456940	Preclinical	Dementia, Alzheimer's type; Psychosis	C24H20F2N6O4S	Muscarinic acetylcholine receptor M1	ASD01810000_1	Cc1cc(NC(=O)CS(=O)(=O)c2cn(Cc3ccc(nc3)-c3cnn(C)c3)c3cc(F)cc(F)c23)no1	ASD01817061	Regulator		WO 2011163280			
ADR000284	VU-0400100	Preclinical	Cognitive disorders; Psychosis	C14H16ClF3N2O3S	Metabotropic glutamate receptor 5	ASD01910000_1	CS(=O)(=O)N(CC(=O)NCC1CC1)c1cc(ccc1Cl)C(F)(F)F	ASD01915176	Activator					
ADR000285	BNC-375	Preclinical	Dementia, Alzheimer's type		Neuronal acetylcholine receptor subunit alpha-7	ASD03090000_1			Activator					
ADR000286	ADX-71743	Preclinical	Anxiety disorder; Substance abuse and dependence	C17H19NO2	Metabotropic glutamate receptor 7	ASD01920000_2	CCc1nc2c(CC(CC2=O)c2ccc(C)cc2C)o1	ASD09940001	Inhibitor					
ADR000287	ML-253; VU-0448088	Preclinical	Psychosis	C17H16ClN3OS	Muscarinic acetylcholine receptor M4	ASD01840000_1	Cc1nc2sc(C(=O)NCc3ccncc3)c(N)c2c(C)c1Cl	ASD01840238	Regulator					
ADR000289		Preclinical	Infertility, female	C29H33N9O3	Follicle-stimulating hormone receptor	ASD04880000_1	Cc1ccccc1N1CCN(CC1)c1ccc(cc1NC(=O)c1coc(n1)C1CC1)C(=O)NCCCc1nnn[nH]1	ASD04881134	Activator		WO 2013012848			
ADR000290		Preclinical	Dementia, Alzheimer's type; Cognitive disorders	C27H29N5O3	Muscarinic acetylcholine receptor M1	ASD01810000_1	O=C(NC1CCOCC1)C1=CC(CN2CCC(CC2)(C#N)c2ccccn2)=C2C=CC=CN2C1=O |c:31,33,t:10,29|	ASD01816713	Regulator		WO 2011062853			
ADR000291		Preclinical	Dementia, Alzheimer's type; Cognitive disorders	C30H33N5O3	Muscarinic acetylcholine receptor M1	ASD01810000_1	O[C@H]1CCCC[C@@H]1NC(=O)C1=CC(CN2CCN(CC2)c2cc3ccccc3cn2)=C2C=CC=CN2C1=O |c:35,37,t:11,33|	ASD01816668	Regulator		WO 2011062853			
ADR000292		Preclinical	Anxiety disorder	C20H20ClN3O2	Metabotropic glutamate receptor 5	ASD01910000_1	Clc1cccc(c1)C1=NC[C@]2(CCC[C@@H](C2)NC(=O)c2ccccn2)O1 |t:8|	ASD01918384	Inhibitor					
ADR000293		Preclinical	Anxiety disorder; Parkinson's disease; Gastroesophageal reflux disease (GERD)	C21H22ClN3O2	Metabotropic glutamate receptor 5	ASD01910000_1	Cc1cccc(n1)C(=O)N[C@H]1CCC[C@]2(CN=C(O2)c2cccc(Cl)c2)C1 |c:17|	ASD01918385	Inhibitor					
ADR000294		Preclinical	Pain; Sleep disorder	C18H12ClN3OS	Gamma-aminobutyric acid receptor subunit delta	ASD01140000_11	Clc1ccc(cc1)C(=O)Nc1c(nc2ccccn12)-c1cccs1	ASD01140552	Activator		GB 2448808			
ADR000295	ML-273; VU-0424465	Preclinical	Psychosis	C19H19FN2O2	Metabotropic glutamate receptor 5	ASD01910000_1	C[C@@H](NC(=O)c1ccc(cn1)C#Cc1cccc(F)c1)C(C)(C)O	ASD01916184	Activator					
ADR000296		Preclinical	Pain	C14H14N4O	Metabotropic glutamate receptor 5	ASD01910000_1	N#Cc1ccc(COc2cc3CCCCn3n2)nc1	ASD01918388	Inhibitor					
ADR000297	BL-010362	Preclinical	Cognitive disorders		Neuronal acetylcholine receptor subunit alpha-7	ASD03090000_1			Activator					
ADR000298	BNC-2591	Preclinical	Cognitive disorders		Neuronal acetylcholine receptor subunit alpha-7	ASD03090000_1			Activator					
ADR000299	BNC-1881	Preclinical	Cognitive disorders		Neuronal acetylcholine receptor subunit alpha-7	ASD03090000_1			Activator					
ADR000300		Preclinical	Depression	C18H17FN4O	Metabotropic glutamate receptor 5	ASD01910000_1	Cc1c(nn(C)c1-c1ccc(F)cc1)C(=O)Nc1cccc(C)n1	ASD01918392	Inhibitor					
ADR000301		Preclinical	Depression	C18H16F2N4O	Metabotropic glutamate receptor 5	ASD01910000_1	Cc1c(nn(C)c1-c1ccc(F)c(F)c1)C(=O)Nc1cccc(C)n1	ASD01918393	Inhibitor					
ADR000302		Preclinical	Depression	C18H17FN4O	Metabotropic glutamate receptor 5	ASD01910000_1	Cc1nc(C(=O)Nc2cccc(C)n2)c(C)n1-c1ccc(F)cc1	ASD01918394	Inhibitor					
ADR000303		Preclinical	Depression	C16H14ClN5O	Metabotropic glutamate receptor 5	ASD01910000_1	Cc1nc(C(=O)Nc2ccnc(Cl)n2)c(C)n1-c1ccccc1	ASD01918395	Inhibitor					
ADR000305	TASP-0443294	Preclinical	Schizophrenia	C18H20F3N3O3	Metabotropic glutamate receptor 2	ASD01880000_1	Cc1c(nc2O[C@H](COc3ccc(cc3)C(C)(C)C(F)(F)F)Cn12)C(N)=O	ASD01881608	Activator		JP 2014214130; WO 2013062079			
ADR000307		Preclinical	Other neurological disorders	C17H19NO3S	Gamma-aminobutyric acid type B receptor	ASD01150000_1	CCc1c(C)sc(NC(=O)c2ccc(C)cc2)c1C(=O)OC	ASD01151082	Activator					
ADR000308	COR-659	Preclinical	Alcoholism; Other neurological disorders	C16H16ClNO3S	Cannabinoid receptor 1;Gamma-aminobutyric acid type B receptor	ASD03330000_1;ASD01150000_1	CCc1c(C)sc(NC(=O)c2ccc(Cl)cc2)c1C(=O)OC	ASD01151083	Activator;Activator					
ADR000309		Preclinical	Other neurological disorders	C20H25NO3S	Gamma-aminobutyric acid type B receptor	ASD01150000_1	CCc1c(C)sc(NC(=O)c2ccc(cc2)C(C)(C)C)c1C(=O)OC	ASD01151084	Activator					
ADR000310		Preclinical	Other neurological disorders	C17H16F3NO3S	Gamma-aminobutyric acid type B receptor	ASD01150000_1	CCc1c(C)sc(NC(=O)c2ccc(cc2)C(F)(F)F)c1C(=O)OC	ASD01151085	Activator					
ADR000311	SOMCL-668	Preclinical	Epilepsy; Depression	C17H19NO	Sigma non-opioid intracellular receptor 1	ASD02690000_1	CN1CCc2cc(O)ccc2C(C1)c1ccccc1	ASD02690035	Regulator		CN 102895233			
ADR000312		Preclinical	Psychosis	C18H15FN4O2	Metabotropic glutamate receptor 5	ASD01910000_1	Fc1ccc(nc1)N1CCn2nc(COc3ccccc3)cc2C1=O	ASD01915510	Activator		WO 2012083224			
ADR000313	CYD-1-79; CYD-8-71	Preclinical	Anxiety disorder; Depression; Schizophrenia; Obesity; Eating disorder; Parkinson's disease; Substance abuse and dependence	C20H40N2O3	5-hydroxytryptamine receptor 2C	ASD00110000_1	CCCCCCCCCCC[C@@H]1CCN[C@@H](C1)C(=O)NC[C@H](O)CO |r|	ASD00110046	Regulator		WO 2013086266			
ADR000314	VU-0469650	Preclinical	Pain; Anxiety disorder; Psychosis	C22H29ClN4O	Metabotropic glutamate receptor 1	ASD01870000_1	Cl[H].[H][C@]12C[C@]3([H])C[C@]([H])(C1)C[C@](C2)(C3)C(=O)N1CCN(C[C@H]1C)c1cccnc1C#N	ASD01870460	Inhibitor					
ADR000315	ML-337; VU-0469942	Preclinical	Depression; Dementia, Alzheimer's type; Cognitive disorders; Psychosis	C21H20FNO3	Metabotropic glutamate receptor 3	ASD05170000_1	COc1ccc(cc1)C#Cc1ccc(C(=O)N2CCC[C@@H](O)C2)c(F)c1	ASD05170036	Inhibitor					
ADR000316	VU-0477950	Preclinical	Depression; Dementia, Alzheimer's type; Cognitive disorders; Psychosis	C21H17D3FNO3	Metabotropic glutamate receptor 3	ASD05170000_1	[2H]C([2H])([2H])Oc1ccc(cc1)C#Cc1ccc(C(=O)N2CCC[C@@H](O)C2)c(F)c1	ASD05170008	Inhibitor					
ADR000317		Preclinical	Psychosis	C19H19N5O3S	Muscarinic acetylcholine receptor M4	ASD01840000_1	Cc1nnc2sc(C(=O)NC3CN(C3)C(=O)Oc3ccccc3)c(N)c2c1C	ASD01840159	Activator		WO 2013126856			
ADR000318	LSN-2535717	Preclinical	Anxiety disorder	C22H20F3N3O4	Metabotropic glutamate receptor 2	ASD01880000_1	CC(=O)c1ccc(OCc2ccc(CNC(=O)c3cn(C)cn3)cc2)c(c1O)C(F)(F)F	ASD01883982	Activator		WO 2010009062			
ADR000319	ML-375; S-VU-0478333; VU-0483253	Preclinical	Dementia, Alzheimer's type; Psychosis; Parkinson's disease; Substance abuse and dependence	C23H15ClF2N2O2	Muscarinic acetylcholine receptor M5	ASD01850000_1	Fc1ccc(cc1F)C(=O)N1CCN2C(=O)c3ccccc3[C@@]12c1ccc(Cl)cc1	ASD01850087	Regulator					
ADR000320	VU-0463841	Preclinical	Cocaine dependency	C13H8ClFN4O	Metabotropic glutamate receptor 5	ASD01910000_1	Fc1cc(NC(=O)Nc2ccc(Cl)cn2)cc(c1)C#N	ASD01918467	Inhibitor					
ADR000321	AVL-3288; Anvylic-3288; UCI-4083	Phase I	Schizophrenia; Cognitive disorders	C19H15Cl2N3O2	Neuronal acetylcholine receptor subunit alpha-7	ASD03090000_1		ASD03091138	Activator	917837-54-8				
ADR000322	LSN-2313136	Preclinical	Migraine	C22H19N5O4	Cysteinyl leukotriene receptor 1;Metabotropic glutamate receptor 2	ASD13200000_1;ASD01880000_1	CC(=O)c1ccc(OCc2ccc(Oc3cc(ccn3)-c3nnn[nH]3)cc2)c(C)c1O	ASD01883993	Inhibitor;Activator		WO 2006057860			
ADR000323	PAM-2	Preclinical	Depression; Dementia, Alzheimer's type	C14H8N4O3	Neuronal acetylcholine receptor subunit alpha-7	ASD03090000_1	Cc1ccc(NC(=O)\C=C\c2ccco2)cc1	ASD03091073	Activator		CN 102973548			
ADR000324	SUVN-I1305036	Preclinical	Dementia, Alzheimer's type; Cognitive disorders; Psychosis		Muscarinic acetylcholine receptor M1	ASD01810000_1			Regulator					
ADR000325	PF-06297470; PF-470	Preclinical	Parkinson's disease	C18H16N6O	Metabotropic glutamate receptor 5	ASD01910000_1	Cc1ccncc1-c1nn(C)c2nc(OCc3ccccn3)cnc12	ASD01918030	Inhibitor					
ADR000326	TR-M-573	Preclinical	Anxiety disorder; Dyskinesia		Metabotropic glutamate receptor 5	ASD01910000_1			Inhibitor					
ADR000327	Lu-AF-58801	Preclinical	Dementia, Alzheimer's type; Psychosis	C19H21NO3	Neuronal acetylcholine receptor subunit alpha-7	ASD03090000_1	COc1ccc(cc1)[C@H](CO)NC(=O)[C@H]1C[C@@H]1c1ccccc1	ASD03092859	Activator					
ADR000328	CYD-6-16-2	Preclinical	Anxiety disorder; Depression; Schizophrenia; Obesity; Eating disorder; Parkinson's disease; Substance abuse and dependence	C21H26N2O3	5-hydroxytryptamine receptor 2C	ASD00110000_1	OC[C@H](NC(=O)[C@@H]1C[C@@H](CCN1)c1ccccc1)[C@@H](O)c1ccccc1	ASD00110041	Regulator		WO 2013086266			
ADR000329	GAT-107	Preclinical	Pain; Cognitive disorders; Psychosis	C18H17BrN2O2S	Neuronal acetylcholine receptor subunit alpha-7	ASD03090000_1	NS(=O)(=O)c1ccc2N[C@@H]([C@@H]3CC=C[C@@H]3c2c1)c1ccc(Br)cc1 |c:12|	ASD03091863	Activator					
ADR000331	VU-0467154; VU-467154	Preclinical	Cognitive disorders; Psychosis; Huntington's disease	C17H15F3N4O3S2	Muscarinic acetylcholine receptor M4	ASD01840000_1	Cc1nnc2sc(C(=O)NCc3ccc(cc3)S(=O)(=O)C(F)(F)F)c(N)c2c1C	ASD01840018	Activator		WO 2013126856; WO 2016179351			
ADR000332	ML-254; VU-0430644	Preclinical	Psychosis	C18H15FN2O2	Cytochrome P450 1A2;Metabotropic glutamate receptor 5	ASD13210000_1;ASD01910000_1	CC1(COC1)NC(=O)c1ccc(cn1)C#Cc1cccc(F)c1	ASD01916330	Inhibitor;Activator		WO 2013049255			
ADR000333	VU-001	Preclinical	Dementia, Alzheimer's type		Muscarinic acetylcholine receptor M1	ASD01810000_1			Regulator					
ADR000334		Preclinical	Pain; Sleep disorder; Dementia, Alzheimer's type; Psychosis	C29H29N3O3	Muscarinic acetylcholine receptor M1	ASD01810000_1	COc1c(cc(Cc2ccc(nc2)-c2cccnc2)c2ccccc12)C(=O)N[C@H]1CCCC[C@@H]1O	ASD01814544	Regulator		WO 2011149801			
ADR000335	JNJ-2463; RYI-018; RYI-028, Namacizumab; Nimacimab	Phase I	Non-alcoholic steatohepatitis; Nephropathy, diabetic; Non-alcoholic fatty liver disease (NAFLD); Fibrosis; Metabolic Diseases		Cannabinoid receptor 1	ASD03330000_1			Inhibitor					
ADR000336		Preclinical	Schizophrenia	C22H25N3O2	Metabotropic glutamate receptor 2	ASD01880000_1	CCCCN1CCn2c(ccc2-c2ccc3CN(C4CC4)C(=O)c3c2)C1=O	ASD01884017	Activator		JP 2013189395			
ADR000337		Preclinical	Infertility, female	C31H37N5O5	Follicle-stimulating hormone receptor	ASD04880000_1	Cc1ccccc1N1CCN(CC1)c1ccc(cc1NC(=O)c1coc(n1)C1CC1)C(=O)N[C@@H]1CCC[C@@H](O)[C@H]1O	ASD04880034	Activator		WO 2013012848; WO 2013106409			
ADR000338	AP-267	Preclinical	Substance abuse and dependence		5-hydroxytryptamine receptor 2C	ASD00110000_1			Regulator					
ADR000339		Preclinical	Depression	C18H14FN3O2	Metabotropic glutamate receptor 5	ASD01910000_1	Fc1ccc(nc1)-c1nc2CN(CCc2o1)C(=O)c1ccccc1	ASD01918503	Inhibitor		WO 2014065270			
ADR000340		Preclinical	Depression	C18H12ClF2N3O2	Metabotropic glutamate receptor 5	ASD01910000_1	Fc1ccc(nc1)-c1nc2CN(CCc2o1)C(=O)c1cc(F)cc(Cl)c1	ASD01918504	Inhibitor		WO 2014065270			
ADR000341	DSR-98776	Preclinical	Mood disorder	C18H13F2N3O2	Metabotropic glutamate receptor 5	ASD01910000_1	Fc1ccc(nc1)-c1nc2CN(CCc2o1)C(=O)c1cccc(F)c1	ASD01918506	Inhibitor		WO 2014065270			
ADR000342	ML-380; VU-0481443	Preclinical	Incontinence, urinary; Dementia, Alzheimer's type; Psychosis; Parkinson's disease	C23H25F3N4O3S	Muscarinic acetylcholine receptor M5	ASD01850000_1	CCN(Cc1ccccc1C(F)(F)F)C(=O)C1CCN(CC1)S(=O)(=O)c1ccc2[nH]ncc2c1	ASD01850070	Regulator					
ADR000343	ASN-51	Preclinical	Dementia, Alzheimer's type		Muscarinic acetylcholine receptor M1	ASD01810000_1			Regulator					
ADR000344	ABP-700, Cyclopropyl-methoxycarbonyl metomidate	Phase II	Sleep disorder; Anesthesia	C17H18N2O4	Gamma-aminobutyric acid-A receptor	ASD01140000_1	COC(=O)C1(CC1)OC(=O)c1cncn1[C@H](C)c1ccccc1	ASD01140658	Activator		WO 2013106717; WO 2017127835			
ADR000345		Preclinical	Dementia, Alzheimer's type	C31H34N4O2	Muscarinic acetylcholine receptor M1	ASD01810000_1	Cc1ccnc(c1)C1(CCN(Cc2cc3C(=O)N(Cc3c3ccccc23)[C@H]2CCCC[C@@H]2O)CC1)C#N	ASD01812188	Regulator		WO 2012158475			
ADR000346		Preclinical	Anxiety disorder	C18H21ClF6N2O4	Neuronal acetylcholine receptor subunit alpha-3;Neuronal acetylcholine receptor subunit beta-4;Neuronal acetylcholine receptor subunit beta-2;Neuronal acetylcholine receptor subunit alpha-7;5-hydroxytryptamine receptor 3A	ASD04170000_1;ASD04170000_2;ASD03080000_2;ASD03090000_1;ASD00120000_3	OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.[H][C@]12CCN(CC1)C[C@H]2NCc1ccccc1Cl |THB:23:22:19.20:16.17|	ASD00120008	Activator;Activator;Activator;Regulator;Inhibitor					
ADR000347	[11C]KALB-012; [11C]PXT-012253	Preclinical	Diagnostics		Metabotropic glutamate receptor 4	ASD01900000_1	[11CH3]Sc1cc(NC(=O)c2ccccn2)ccc1Cl		Activator					
ADR000348	RG-7342	Phase I	Schizophrenia		Metabotropic glutamate receptor 5	ASD01910000_1			Activator					
ADR000349	VU-0431316	Preclinical	Anxiety disorder	C14 H9 Cl N6 O2	Cytochrome P450 1A2;Metabotropic glutamate receptor 5	ASD13210000_1;ASD01910000_1	Clc1ccnc(c1)C(=O)Nc1cncc(Oc2cncnc2)n1		Inhibitor;Inhibitor		WO 2011035174			
ADR000350		Preclinical	Cognitive disorders; Psychosis	C20H17FN2O2	Metabotropic glutamate receptor 5	ASD01910000_1	Fc1ccc(cc1)C1CCn2nc(COc3ccccc3)cc2C1=O	ASD01918516	Activator					
ADR000351	BMS-955829	Preclinical	Schizophrenia; Cognitive disorders	C22H14F2N2O2	Metabotropic glutamate receptor 5	ASD01910000_1	Fc1ccc(F)c(c1)[C@H]1OC(=O)N[C@@H]1c1cncc(c1)C#Cc1ccccc1	ASD01917532	Activator		WO 2012064603			
ADR000352		Preclinical	Anxiety disorder	C19H11Cl2NO2S2	Metabotropic glutamate receptor 5	ASD01910000_1	Clc1ccc(cc1)-c1c(sc2ncccc12)S(=O)(=O)c1ccc(Cl)cc1	ASD01915094	Inhibitor		WO 2007072095			
ADR000353		Preclinical	Diabetes type 2		Free fatty acid receptor 1	ASD09380000_1	[Na+].COc1cc(c(F)cn1)-c1ccc(nc1)C1CCc2ccc(cc2O1)[C@@H]([C@H](C)C([O-])=O)C1CC1 |r|		Activator		WO 2014130608			
ADR000354	VU-0453595	Preclinical	Psychosis	C18H15FN4O	Muscarinic acetylcholine receptor M1	ASD01810000_1	Cn1cc(cn1)-c1ccc(CN2Cc3ncccc3C2=O)c(F)c1	ASD01810667	Regulator		WO 2013106795			
ADR000355	BB-243	Preclinical	Pain; Cognitive disorders; Hypertension	C15H12O5	Neuronal acetylcholine receptor subunit alpha-7	ASD03090000_1	Oc1ccc(\C=C\C(=O)c2cc(O)ccc2O)c(O)c1	ASD03091403	Activator					
ADR000356		Preclinical	Anxiety disorder; Psychosis	C20H23ClN2O	Metabotropic glutamate receptor 2	ASD01880000_1	ClC1=C(C=CN(CC2CC2)C1=O)N1CCC(CC1)c1ccccc1 |c:3,t:1|	ASD01883528	Activator		WO 2009033704			
ADR000357		Preclinical	Anxiety disorder; Psychosis	C20H25ClN2O	Metabotropic glutamate receptor 2	ASD01880000_1	CC(C)CN1C=CC(N2CCC(CC2)c2ccccc2)=C(Cl)C1=O |c:5,t:21|	ASD01883546	Activator		WO 2009033704			
ADR000358	SAGE-689	Preclinical	Sedation; Epilepsy, status epilepticus		Gamma-aminobutyric acid-A receptor	ASD01140000_1			Activator					
ADR000360	Alloswitch-1; trans-Alloswitch-1	Preclinical	Pain	C19H15ClN4O2	Metabotropic glutamate receptor 5	ASD01910000_1	COc1cc(ccc1NC(=O)c1ccccc1Cl)\N=N\c1ccccn1	ASD01914905	Inhibitor		WO 2015044358			
ADR000361	S-812217; SAGE-217	Phase III	Depression; Bipolar disorder; Major depression; Insomnia; Tremor, essential; Rett syndrome; Dravet syndrome (severe myoclonic epilepsy of infancy); Parkinson's disease; Postpartum depression	C25H35N3O2	Gamma-aminobutyric acid-A receptor	ASD01140000_1	[H][C@@]12CC[C@H](C(=O)Cn3cc(cn3)C#N)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@](C)(O)CC[C@]12[H]	ASD01140495	Activator		WO 2014169833; WO 2018039378			
ADR000362		Preclinical	Obesity; Maple syrup urine disease; Diabetes	C9H4Cl2O2S	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	ASD10690000_1	OC(=O)c1sc2cc(Cl)ccc2c1Cl	ASD10690003	Inhibitor		WO 2018144700			
ADR000364	VU-0476212	Preclinical	Dementia, Alzheimer's type; Psychosis; Parkinson's disease	C23H28N4O3S	Muscarinic acetylcholine receptor M5	ASD01850000_1	CCN([C@H](C)c1ccccc1)C(=O)C1CCN(CC1)S(=O)(=O)c1ccc2[nH]ncc2c1	ASD01850136	Regulator					
ADR000365	VU-0478436	Preclinical	Schizophrenia; Dementia, Alzheimer's type	C23H16F2N4O	Muscarinic acetylcholine receptor M1	ASD01810000_1	Cn1cc2c(cccc2n1)-c1cc(F)c(CN2C(=O)C=Nc3ccccc23)c(F)c1 |c:21|	ASD01814698	Activator		WO 2014179226			
ADR000366	SUVN-I1312004	Preclinical	Dementia, Alzheimer's type		Muscarinic acetylcholine receptor M1	ASD01810000_1			Activator					
ADR000367	MARP-1	Preclinical	Cognitive disorders		Glutamate receptor 1	ASD03930000_1			Activator					
ADR000368	SGE-872	Preclinical	Epilepsy; Autism spectrum disorders	C27H37N3O2	Gamma-aminobutyric acid-A receptor	ASD01140000_1	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@](C)(O)CC[C@]4([H])[C@@]3([H])CC[C@]12C)C(=O)Cn1cc2ccncc2n1	ASD01140662	Activator		WO 2014169832			
ADR000369	AVL-8168	Preclinical	Cognitive disorders		Neuronal acetylcholine receptor subunit alpha-7;Gamma-aminobutyric acid-A receptor	ASD03090000_1;ASD01140000_1			Activator;Regulator					
ADR000370	TASP-0433864	Preclinical	Psychosis	C18H23N3O3	Metabotropic glutamate receptor 2	ASD01880000_1	Cc1c(nc2O[C@H](COc3ccc(cc3)C(C)(C)C)Cn12)C(N)=O	ASD01880001	Activator		WO 2013062079			
ADR000371	BPN-14770; D-159797	Phase II	Cognitive disorders	C19H14ClF3N4O	CAMP-specific 3',5'-cyclic phosphodiesterase 4D	ASD02190000_1		ASD02190027	Inhibitor	1606975-12-5				
ADR000372	JNJ-55375515	Phase I	Cognitive disorders; Psychosis	C20H17F3N4O	Metabotropic glutamate receptor 2	ASD01880000_1	C[C@H]1CN(C(=O)c2c(cnn12)-c1ccnc(C)c1)c1ccc(cc1)C(F)(F)F	ASD01884040	Inhibitor		WO 2014195311			
ADR000373	LY-315402; LY-3154207	Phase II	Dementia, Parkinson	C24H29Cl2NO3	D(1A) dopamine receptor	ASD13110000_1	C[C@@H]1N([C@@H](CO)Cc2c(CCC(C)(C)O)cccc12)C(=O)Cc1c(Cl)cccc1Cl	ASD13110004	Activator		WO 2014193781; WO 2017070068			
ADR000374		Preclinical	Cognitive disorders	C10H11ClN2O2S	Glutamate receptor 1	ASD03930000_1	Clc1ccc2N(CNS(=O)(=O)c2c1)C1CC1	ASD01200248	Activator		WO 2010004139			
ADR000375	VU-0453379	Preclinical	Parkinson's disease	C26H34N4O2	Glucagon-like peptide 1 receptor	ASD01180000_1	CC(C)N1CCC[C@H]1CNC(=O)C1=CN(C2CCCC2)C(=O)c2c1c1ccccc1n2C |t:13|	ASD01180126	Activator					
ADR000377	SGE-516	Preclinical	Epilepsy	C23H35N3O2	Gamma-aminobutyric acid-A receptor	ASD01140000_1	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@](C)(O)CC[C@]4([H])[C@@]3([H])CC[C@]12C)C(=O)Cn1nccn1	ASD01140664	Activator		WO 2013056181			
ADR000378	VU-6000181	Preclinical	Dementia, Alzheimer's type; Psychosis; Parkinson's disease	C25H19F3N2O3	Muscarinic acetylcholine receptor M5	ASD01850000_1	COc1ccc(cc1C)[C@]12N(CCN1C(=O)c1ccccc21)C(=O)c1cc(F)c(F)c(F)c1	ASD01850132	Regulator					
ADR000380		Preclinical	Extrapyramidal disorders; Anxiety disorder; Depression; Autism	C17H8FN5	Metabotropic glutamate receptor 5	ASD01910000_1	Fc1ccc(nc1)-c1cc(ncn1)-c1cc(cc(c1)C#N)C#N	ASD01918528	Inhibitor		WO 2015008073			
ADR000381		Preclinical	Extrapyramidal disorders; Anxiety disorder; Depression; Autism	C16H9ClN4	Metabotropic glutamate receptor 5	ASD01910000_1	Clc1cc(cc(c1)-c1cc(ncn1)-c1ccccn1)C#N	ASD01918529	Inhibitor		WO 2015008073			
ADR000382	ML-396; VU-0422288; VU-0422288-1	Preclinical	Depression; Attention deficit hyperactivity disorder (ADHD); Schizophrenia; Autism	C17H11Cl2N3O2	Metabotropic glutamate receptor 4;Metabotropic glutamate receptor 7;Metabotropic glutamate receptor 8	ASD01900000_1;ASD01920000_2;ASD05180000_1	Clc1ccc(Oc2ccc(NC(=O)c3ccccn3)cc2Cl)nc1	ASD01920025	Activator;Activator;Activator					
ADR000383		Preclinical	Psychosis	C19H16FN3O2	Metabotropic glutamate receptor 5	ASD01910000_1	Fc1ccc(cc1)N1CCc2nc(COc3ccccc3)cn2C1=O	ASD01914334	Activator		WO 2012125732			
ADR000384	PF-06462894	Preclinical	Parkinson's disease	C19H24N2O3	Metabotropic glutamate receptor 5	ASD01910000_1	CC(C)(C)C[C@@H]1COCC2=NC(OCc3ccccn3)=CC(=O)N12 |c:20,t:9|	ASD01918533	Inhibitor					
ADR000385	ODM-106	Phase I	Tremor, essential		Gamma-aminobutyric acid type B receptor	ASD01150000_1			Activator					
